n_acceso,cambio,actividad,anillo,fecha,historial_actividades,estado_ciclo,observacion_caso_atipico,estado_validacion,detalle_inconsistencia,conteo_duplicados
00000/00000/00000,C458080,AMPLIACION,HUACLBOYO04,2015-09-16,AMPLIACION (C458080),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C458098,AMPLIACION,HUACALBOYO04,2015-09-16,AMPLIACION (C383247) → AMPLIACION (C370000) → AMPLIACION (C370000) → AMPLIACION (C445295) → AMPLIACION (C458064) → AMPLIACION (C458073) → AMPLIACION (C458098),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C460845,AMPLIACION,huacalboce28,2015-09-18,AMPLIACION (C460845),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C464281,AMPLIACION,HUAMU03,2015-10-01,AMPLIACION (C434605) → AMPLIACION (C464281),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C464286,AMPLIACION,HUACO12,2015-10-05,AMPLIACION (C394416) → AMPLIACION (C464286),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C464303,AMPLIACION,HUAOL02,2015-10-05,AMPLIACION (C464303),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C465594,AMPLIACION,HUACALBOOL04,2015-10-05,AMPLIACION (C465594),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C461986,AMPLIACION,HUACALBOCO30,2015-10-06,AMPLIACION (C461986),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C463504,AMPLIACION,HUACALBOCO41,2015-10-07,AMPLIACION (C415558) → AMPLIACION (C460994) → AMPLIACION (C463504),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C466584,AMPLIACION,HUAPA05,2015-10-09,AMPLIACION (C443173) → AMPLIACION (C466584),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C466753,AMPLIACION,HUATE08,2015-10-13,AMPLIACION (381174) → AMPLIACION (C452419) → AMPLIACION (C466747) → AMPLIACION (C466753),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C462235,DISMINUCION,HUACALBOCO14,2015-10-16,DISMINUCION (C462235),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C464717,AMPLIACION,HUACALBONO21,2015-10-22,AMPLIACION (C450102) → AMPLIACION (C464717),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C469673,AMPLIACION,HUACH01,2015-10-23,AMPLIACION (C469673),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C470302,AMPLIACION,HUACALBOSB08,2015-10-26,AMPLIACION (C470302),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C466304,AMPLIACION,HUAC014,2015-11-03,AMPLIACION (C466304),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C472150,AMPLIACION,HUACALBOHO02,2015-11-03,AMPLIACION (C472150),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C469237,AMPLIACION,HUAPA02,2015-11-04,AMPLIACION (C469237),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C473482,AMPLIACION,HUACALBOSJ08,2015-11-06,AMPLIACION (C473482),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C448845,AMPLIACION,HUACALBOCE29,2015-11-09,AMPLIACION (C390721) → AMPLIACION (C448845) → AMPLIACION (C448845),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C475730,AMPLIACION,HUACALBOCR04,2015-11-17,AMPLIACION (C475730),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C467965,AMPLIACION,HUACALBOTE26,2015-11-19,AMPLIACION (C467965),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C467979,AMPLIACION,HUACALBOTE25,2015-11-19,DISMINUCION (C377237) → AMPLIACION (C467979),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C473227,AMPLIACION,HUATE12,2015-11-19,AMPLIACION (C467679) → AMPLIACION (C473227),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C473228,AMPLIACION,HUACALBOTE21,2015-11-19,AMPLIACION (C437325) → AMPLIACION (C473228),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C476446,AMPLIACION,HUACALBOBS07,2015-11-19,AMPLIACION (C136204) → AMPLIACION (C436187) → AMPLIACION (C476446),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C476987,DESPROGRAMACION,HUACALBOCO21,2015-11-21,AMPLIACION (C475354) → AMPLIACION (C476986) → INSTALACION (C476987) → AMPLIACION (C495036) → AMPLIACION (C523753) → DESPROGRAMACION (C736766),CANCELADO,OK,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
00000/00000/00000,C476879,AMPLIACION,HUAYO02,2015-11-23,AMPLIACION (C476879),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C476881,AMPLIACION,HUASB01,2015-11-23,AMPLIACION (C476881),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C476886,AMPLIACION,HUACO05,2015-11-23,AMPLIACION (C476886),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C476943,AMPLIACION,HUACH04,2015-11-25,AMPLIACION (C476943),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C476949,AMPLIACION,HUACALBOSI03,2015-11-25,AMPLIACION (C414674) → AMPLIACION (C476949),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C477440,AMPLIACION,HUACALBOTO12,2015-11-27,AMPLIACION (C423358) → AMPLIACION (C477440),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C477736,AMPLIACION,HUACALBOCH15,2015-11-27,AMPLIACION (C429049) → AMPLIACION (C477736),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C479218,AMPLIACION,HUAAE01,2015-11-30,AMPLIACION (C390699) → AMPLIACION (C479218),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,c476883,AMPLIACION,HUAAU03,2015-11-30,AMPLIACION (c476883),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C476877,AMPLIACION,HUACH11,2015-12-07,AMPLIACION (C463518) → AMPLIACION (C476877),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C481466,AMPLIACION,HUAC12,2015-12-07,AMPLIACION (C481466),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C481577,AMPLIACION,HUACBLBOCO25,2015-12-09,AMPLIACION (C481577),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C483322,AMPLIACION,HUACU04,2015-12-14,AMPLIACION (C438508) → AMPLIACION (C482123) → AMPLIACION (C483322),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C484573,AMPLIACION,HUABA03,2015-12-28,AMPLIACION (C484573),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C486201,AMPLIACION,HUANO14,2016-01-05,AMPLIACION (C486201),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C487554,AMPLIACION,HUACE11,2016-01-08,AMPLIACION (C414757) → AMPLIACION (C446130) → AMPLIACION (C464301) → AMPLIACION (C487554),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,c487401,AMPLIACION,HUACALBOAU10,2016-01-08,AMPLIACION (c487401),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C486441,DISMINUCION,HUATE20,2016-01-09,DISMINUCION (C486441),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C493830,AMPLIACION,HUACBLBOCE19,2016-02-03,AMPLIACION (C493830),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C496014,AMPLIACION,HUACALBORI09,2016-02-06,AMPLIACION (378524) → AMPLIACION (378524) → AMPLIACION (C496014),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C494832,AMPLIACION,HUASU02,2016-02-08,AMPLIACION (C374107) → AMPLIACION (C494832),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C494834,AMPLIACION,HUASA04,2016-02-08,AMPLIACION (C494834),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C492741,AMPLIACION,HUACALBOMU09,2016-02-10,AMPLIACION (C492741),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C494851,AMPLIACION,HUABA01,2016-02-12,AMPLIACION (C494851),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C494862,AMPLIACION,HUASU01,2016-02-12,AMPLIACION (C494862),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C493724,AMPLIACION,HUACALBOSA08,2016-02-15,AMPLIACION (C410403) → AMPLIACION (C493724),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C494853,AMPLIACION,HUAKE03,2016-02-15,AMPLIACION (C494853),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C944868,AMPLIACION,HUASC01,2016-02-15,AMPLIACION (C477430) → AMPLIACION (C944868),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C484159,AMPLIACION,HUACALBOSF09,2016-02-16,AMPLIACION (380283) → AMPLIACION (C473275) → AMPLIACION (C481269) → AMPLIACION (C484159),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C494992,AMPLIACION,HUAAU01,2016-02-17,AMPLIACION (C494992),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C499743,AMPLIACION,HUACALBOCH13,2016-02-19,AMPLIACION (C494881) → AMPLIACION (C499743),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C494878,OTROS,HUAMU02,2016-02-22,OTROS (C494878),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C498498,AMPLIACION,HUASB03,2016-02-22,AMPLIACION (C461656) → AMPLIACION (C498498),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C500115,AMPLIACION,HUACALBOCE19,2016-02-23,AMPLIACION (C477864) → AMPLIACION (C500115),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C501311,AMPLIACION,HUAAC06,2016-02-26,AMPLIACION (C501311),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C501776,AMPLIACION,HUACANVIES01,2016-02-26,DISMINUCION (C451737) → AMPLIACION (C501776),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C501491,AMPLIACION,HUACALBOCO39,2016-02-29,AMPLIACION (378877) → AMPLIACION (C501491),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C500644,DISMINUCION,HUATE10,2016-03-02,DISMINUCION (C500644),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C501305,AMPLIACION,HUACALBOCRO3,2016-03-02,AMPLIACION (C501305),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C504266,AMPLIACION,HUAZF03,2016-03-05,AMPLIACION (C414792) → AMPLIACION (C504266),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C504971,AMPLIACION,HUABC01,2016-03-07,AMPLIACION (C504971),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C495929,DISMINUCION,HUACALBOCH14,2016-03-08,AMPLIACION (C388511) → AMPLIACION (C411499) → AMPLIACION (C443433) → DISMINUCION (C495929),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C509299,DISMINUCION,HUCALBORI12,2016-03-18,DISMINUCION (C509299),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C494725,AMPLIACION,HUASC04,2016-03-29,AMPLIACION (370537) → AMPLIACION (C448718) → AMPLIACION (C458046) → AMPLIACION (C458069) → AMPLIACION (C460928) → CAMBIO SUSCRIPTOR (C453350) → AMPLIACION (C494725),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C514804,AMPLIACION,HUCALBOCE32,2016-04-06,AMPLIACION (C514804),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C513082,AMPLIACION,HUACALBOFO14,2016-04-08,AMPLIACION (C436185) → AMPLIACION (C513082),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C515146,AMPLIACION,HUACALBOSO08,2016-04-12,AMPLIACION (C404369) → AMPLIACION (C468859) → AMPLIACION (C515146),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
00000/00000/00000,C513140,AMPLIACION,HUACALBOCO10,2016-04-13,AMPLIACION (C513140),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C522687,DISMINUCION,HUACALBOCE21,2016-05-11,DISMINUCION (C522687),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C524303,AMPLIACION,HUACALBOBS04,2016-05-11,AMPLIACION (C524303),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
00000/00000/00000,C524308,AMPLIACION,HUATO05,2016-05-11,AMPLIACION (C425975) → AMPLIACION (C463050) → AMPLIACION (C463050) → AMPLIACION (C524308),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
