n_acceso,cambio,actividad,anillo,fecha,historial_actividades,estado_ciclo,observacion_caso_atipico,estado_validacion,detalle_inconsistencia,conteo_duplicados
70988,C821050,ILUMINACION DE ANILLO,MEADALBOSC97,2019-05-31,ILUMINACION DE ANILLO (C821050),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70988,C821004,ILUMINACION DE ANILLO,MEADALBOSC95,2019-06-04,ILUMINACION DE ANILLO (C821004),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70988,C830593,ILUMINACION DE ANILLO,MEADALBOSC100,2019-07-10,ILUMINACION DE ANILLO (C830593),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70988,IM1735573,ACTUALIZACION,MEACALAVSC05,2019-07-18,ILUMINACION DE ANILLO (C783851) → ACTUALIZACION (IM1735573),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
70988,C840470,ILUMINACION DE ANILLO,MEADALBOSC111,2019-08-09,ILUMINACION DE ANILLO (C840470),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70988,C841173,ILUMINACION DE ANILLO,MEADALBOSC110,2019-08-09,ILUMINACION DE ANILLO (C841173),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70988,APR-00136,ILUMINACION DE ANILLO,MEADALBOSC112,2020-08-28,ILUMINACION DE ANILLO (C840467) → ILUMINACION DE ANILLO (APR-00136),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
70988,APR-03545,ILUMINACION DE ANILLO,MEADALBOSC130,2021-08-09,ILUMINACION DE ANILLO (APR-03545),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70988,APR-13551,ILUMINACION DE ANILLO,MEADALBOSC134,2023-01-17,ILUMINACION DE ANILLO (APR-13551),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70989,439561,IMPLEMENTACION,0,2015-07-13,IMPLEMENTACION (439561),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70989,C597292,ILUMINACION DE ANILLO,MEADALBOSO02,2017-03-09,ILUMINACION DE ANILLO (C597292),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70992,C673847,ILUMINACION DE ANILLO,MEADALBOYO04,2017-12-06,ILUMINACION DE ANILLO (C673847),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70992,C701296,ILUMINACION DE ANILLO,MEADALBOYO17,2018-10-11,ILUMINACION DE ANILLO (C701296),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70992,C792413,ILUMINACION DE ANILLO,MEADALBOYO25,2019-02-11,ILUMINACION DE ANILLO (C792413),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70992,C806896,ILUMINACION DE ANILLO,MEADALBOYO35,2019-05-23,ILUMINACION DE ANILLO (C806896),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70992,C807486,ILUMINACION DE ANILLO,MEADALBOYO33,2019-05-23,ILUMINACION DE ANILLO (C807486),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70992,APR-00124,ILUMINACION DE ANILLO,MEADALBOYO34,2020-08-20,ILUMINACION DE ANILLO (C806832) → ILUMINACION DE ANILLO (APR-00124),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
70992,APR-00409,ILUMINACION DE ANILLO,MEACALAVYO03,2020-10-27,ILUMINACION DE ANILLO (APR-00409),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70992,APR-14278,ILUMINACION DE ANILLO,MEADALBOYO56,2023-04-19,ILUMINACION DE ANILLO (APR-14278),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,451601,ILUMINACION DE ANILLO,0,2015-08-28,ILUMINACION DE ANILLO (451601),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C531594,ILUMINACION DE ANILLO,MEACALCDACU01,2016-06-16,ILUMINACION DE ANILLO (C531594),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C548392,ILUMINACION DE ANILLO,MEADBOFVCU01,2016-08-24,ILUMINACION DE ANILLO (C548392) → ILUMINACION DE ANILLO (C548392),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
70993,C557933,ILUMINACION DE ANILLO,MEACALBOCU04,2016-10-06,ILUMINACION DE ANILLO (C557933),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C575956,ILUMINACION DE ANILLO,MECACALBOCU07,2016-12-17,ILUMINACION DE ANILLO (C575956),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C591835,ILUMINACION DE ANILLO,MEADALBOCU03,2017-02-16,ILUMINACION DE ANILLO (C591835),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C599352,ILUMINACION DE ANILLO,MEADALBOCU04,2017-03-15,ILUMINACION DE ANILLO (C599352),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C601850,ILUMINACION DE ANILLO,MEADALBOCU05,2017-03-23,ILUMINACION DE ANILLO (C601850),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C615104,ILUMINACION DE ANILLO,MEADALBOCU02,2017-05-11,ILUMINACION DE ANILLO (C615104),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C621123,ILUMINACION DE ANILLO,MEADALBOCU01,2017-05-30,ILUMINACION DE ANILLO (C621123),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C636352,ILUMINACION DE ANILLO,MEADALBOCU06,2017-07-29,ILUMINACION DE ANILLO (C636352),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C649032,ILUMINACION DE ANILLO,MEADALBOCU07,2017-09-14,ILUMINACION DE ANILLO (C649032),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C650541,ILUMINACION DE ANILLO,MEADALBOCU08,2017-09-20,ILUMINACION DE ANILLO (C650541),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C666065,ILUMINACION DE ANILLO,MEADALBOCU09,2017-11-14,ILUMINACION DE ANILLO (C666065),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C671674,ILUMINACION DE ANILLO,MEADALBOCU10,2017-11-30,ILUMINACION DE ANILLO (C671674),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C675480,ILUMINACION DE ANILLO,MEADALBOCU11,2017-12-11,ILUMINACION DE ANILLO (C675480),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C681695,ILUMINACION DE ANILLO,MEADALBOSB16,2018-01-04,ILUMINACION DE ANILLO (C681695),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C681700,ILUMINACION DE ANILLO,MEADALBOCU12,2018-01-06,ILUMINACION DE ANILLO (C681700) → ILUMINACION DE ANILLO (C681700),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
70993,C688262,ILUMINACION DE ANILLO,MEADALBOCU14,2018-01-25,ILUMINACION DE ANILLO (C688262),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C694537,ILUMINACION DE ANILLO,MEADALBOCU15,2018-02-14,ILUMINACION DE ANILLO (C694537),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C701430,ILUMINACION DE ANILLO,MEADALBOCU16,2018-03-13,ILUMINACION DE ANILLO (C701430),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C708648,ILUMINACION DE ANILLO,MEADALBOCU18,2018-04-11,ILUMINACION DE ANILLO (C708648),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C711409,ILUMINACION DE ANILLO,MEADALBOCU22,2018-04-26,ILUMINACION DE ANILLO (C711409),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C717174,ILUMINACION DE ANILLO,MECACALBOCU01,2018-05-08,ILUMINACION DE ANILLO (C717174),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C718273,ILUMINACION DE ANILLO,MEADALBOCU25,2018-05-21,ILUMINACION DE ANILLO (C718273),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C726817,ILUMINACION DE ANILLO,MEADALBOCU26,2018-06-08,ILUMINACION DE ANILLO (C726817),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C729528,ILUMINACION DE ANILLO,MEADALBOSB22,2018-06-21,ILUMINACION DE ANILLO (C729528),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C717178,ILUMINACION DE ANILLO,MEADARBOCU03,2018-07-05,ILUMINACION DE ANILLO (C717178),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C754168,INSTALACION,MEADALBOCU28,2018-09-21,INSTALACION (C754168),ACTIVO,OK,OK,,1.0
70993,C764676,ILUMINACION DE ANILLO,MEADALBOCU29,2018-11-09,ILUMINACION DE ANILLO (C764676),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C764931,ILUMINACION DE ANILLO,MEADALBOCU30,2018-11-09,ILUMINACION DE ANILLO (C764931),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C768806,ILUMINACION DE ANILLO,MEADALBOCU33,2018-11-21,ILUMINACION DE ANILLO (C768806),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C708628,CAMBIO NEMONICO,MEADARBOCU05,2018-11-26,CAMBIO NEMONICO (C708628),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C711293,CAMBIO NEMONICO,MEADARBOCU08,2018-11-26,CAMBIO NEMONICO (C711293),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C730328,CAMBIO NEMONICO,MEADARBOCU07,2018-11-26,CAMBIO NEMONICO (C730328),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
70993,C781108,ILUMINACION DE ANILLO,MEACALAVCU02,2018-12-18,ILUMINACION DE ANILLO (C781108),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C781533,ILUMINACION DE ANILLO,MEADALBOCU34,2018-12-18,ILUMINACION DE ANILLO (C781533),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C783711,ILUMINACION DE ANILLO,MEACALAVSH01,2018-12-28,ILUMINACION DE ANILLO (C783711),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C813047,ILUMINACION DE ANILLO,MEADALBOCU38,2019-04-29,ILUMINACION DE ANILLO (C813047),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,C813865,ILUMINACION DE ANILLO,MEADALBOCU27,2019-05-14,ILUMINACION DE ANILLO (C711293) → ILUMINACION DE ANILLO (C813865),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
70993,APR-00151,ILUMINACION DE ANILLO,MEADALBOCU45,2020-07-03,ILUMINACION DE ANILLO (APR-00151),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70993,OC-996135,DESPROGRAMACION,MEACBLBOCU04,2020-08-28,AMPLIACION (OC-918642) → DESPROGRAMACION (OC-996134) → DESPROGRAMACION (OC-996135),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO | historial_con_caracteres_extraños,1.0
70994,431614,ILUMINACION DE ANILLO,0,2015-09-07,ILUMINACION DE ANILLO (431614),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70994,C880568,ILUMINACION DE ANILLO,MEACBLBOAUTK02,2020-01-31,ILUMINACION DE ANILLO (C880568),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70995,431614,ILUMINACION DE ANILLO,0,2015-09-22,ILUMINACION DE ANILLO (431614),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
70995,APR-01890,INSTALACION,MEADANCHIAFONTANAR01,2021-05-14,INSTALACION (APR-01890),ACTIVO,OK,OK,,1.0
70996,C614501,INSTALACION,FIBRA DEDICADA,2017-11-23,INSTALACION (C614501),ACTIVO,OK,OK,,1.0
70999,471340,ILUMINACION DE ANILLO,MEACBLBOMUCM02,2015-11-03,ILUMINACION DE ANILLO (471340),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71000,C395189,DISMINUCION,HUATO01,2015-01-22,DISMINUCION (C395189),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71000,APR-08277,INSTALACION,MEACBLBOCU04,2022-05-16,INSTALACION (APR-08277),ACTIVO,OK,OK,,1.0
71000,OC-2186735,AMPLIACION,MECACALBOZP07,2025-07-23,INSTALACION (OC-2186735) → AMPLIACION (OC-2231157) → AMPLIACION (OC-2275949) → AMPLIACION (OC-2294044),ACTIVO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71006/75007,OC-1522557,INSTALACION,FDACBLBOCUSBSCJ04,2022-05-28,INSTALACION (OC-1522557),ACTIVO,OK,OK,,1.0
71006/75007,OC-1823523,CAMBIO ID,FDACBLBOCUSBNUSESCJ04,2024-07-17,CAMBIO ID (OC-1823523),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,OK,,1.0
71006000,747951,ACTUALIZACION,MPBBBLBOCO23,2019-02-21,ACTUALIZACION (747951),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71012,829964,ILUMINACION DE ANILLO,MEASA03,2019-06-20,ILUMINACION DE ANILLO (829964),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71012,WO0000001779283,INSTALACION,MEACBLBONO02,2022-10-18,INSTALACION (WO0000001779283),ACTIVO,OK,OK,,1.0
71022,757331,ACTUALIZACION,CEAGALBONO01,2018-12-19,ACTUALIZACION (757331),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71027,TAS000000068277,OTROS,MEACBLBOMU02,2020-08-11,OTROS (TAS000000068277),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71028/75019/75070,459869,ILUMINACION DE ANILLO,CEBBBLBOCE03,2015-10-05,ILUMINACION DE ANILLO (459869),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71103,627447,MIGRACION,MEACBLBOFO06,2017-06-27,MIGRACION (627447),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71103,OC-994883,ADICION,MEACBLBONOLZ01,2020-09-22,ADICION (OC-994882) → ADICION (OC-994883),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71111,0,INSTALACION,MEADALBOCUSA12,2020-03-20,INSTALACION (0),ACTIVO,OK,OK,,1.0
71113,0,OTROS,MEADALBOCUXX,2020-01-08,OTROS (0),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71121,C710169,ILUMINACION DE ANILLO,MEADALBOCE35,2018-04-20,ILUMINACION DE ANILLO (C710169),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71121,C710170,ILUMINACION DE ANILLO,MEADALBOCE36,2018-04-20,ILUMINACION DE ANILLO (C710170),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71121,C711457,ILUMINACION DE ANILLO,MEADALBOCE37,2018-04-25,ILUMINACION DE ANILLO (C711457),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71121,C712006,ILUMINACION DE ANILLO,MEADALBOCE39,2018-04-25,ILUMINACION DE ANILLO (C712006),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71121,C712211Â ,ILUMINACION DE ANILLO,MEADALBOCE41,2018-04-26,ILUMINACION DE ANILLO (C712211Â ),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71121,C713896,ILUMINACION DE ANILLO,MEADALBOCE43,2018-04-27,ILUMINACION DE ANILLO (C713896),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71121,C710034,CAMBIO NEMONICO,MEADARBOCE08,2018-11-16,CAMBIO NEMONICO (C710034),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71121,C711956,CAMBIO NEMONICO,MEADARBOCE09,2018-11-16,CAMBIO NEMONICO (C711956),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71121,C712081,CAMBIO NEMONICO,MEADARBOCE10,2018-11-16,CAMBIO NEMONICO (C712081),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,OK,,1.0
71121,C715557,CAMBIO NEMONICO,MEADARBOCE11,2018-11-16,CAMBIO NEMONICO (C715557),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71201,431614,ILUMINACION DE ANILLO,0,2015-11-10,ILUMINACION DE ANILLO (431614),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C560738,ILUMINACION DE ANILLO,POR ASIGNAR,2016-10-13,ILUMINACION DE ANILLO (C560738),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71202,C560745,ILUMINACION DE ANILLO,MEACALBOCO10,2016-10-13,ILUMINACION DE ANILLO (C560745),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C572221,ILUMINACION DE ANILLO,MEADALBOSB02,2016-12-06,ILUMINACION DE ANILLO (C572221),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C597144,ILUMINACION DE ANILLO,MEADALBOSB04,2017-03-06,ILUMINACION DE ANILLO (C597144),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C603625,ILUMINACION DE ANILLO,MEADALBOSB06,2017-03-30,ILUMINACION DE ANILLO (C603625),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C620258,ILUMINACION DE ANILLO,MEADALBOSB07,2017-05-25,ILUMINACION DE ANILLO (C620258),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C620935,ILUMINACION DE ANILLO,MEADALBOSB08,2017-05-31,ILUMINACION DE ANILLO (C620935),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C631064,ILUMINACION DE ANILLO,MECACALBOSB03,2017-07-06,ILUMINACION DE ANILLO (C631064),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C632716,ILUMINACION DE ANILLO,MEADALBOSB10,2017-07-14,ILUMINACION DE ANILLO (C632716),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C662278,ILUMINACION DE ANILLO,MEADALBOSB13,2017-10-30,ILUMINACION DE ANILLO (C662278),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C701369,ILUMINACION DE ANILLO,MEADALBOSB18,2018-03-14,ILUMINACION DE ANILLO (C701369),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C742209,ILUMINACION DE ANILLO,MEADARBOSB03,2018-08-10,ILUMINACION DE ANILLO (C742209),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C749888,ILUMINACION DE ANILLO,MEACALAVSB05,2018-09-06,ILUMINACION DE ANILLO (C749888),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C701362,CAMBIO NEMONICO,MEADARBOSB05,2018-11-28,CAMBIO NEMONICO (C701362),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,duplicado_2.0_veces,2.0
71202,C781422,ILUMINACION DE ANILLO,MEADALBOSB28,2018-12-21,ILUMINACION DE ANILLO (C781422),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C784195,INSTALACION,MEADALBOSB26,2019-01-11,ILUMINACION DE ANILLO (C773855) → INSTALACION (C784195),ACTIVO_CON_CAMBIO,OK,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71202,C787745,ILUMINACION DE ANILLO,MEADALBOSB31,2019-01-11,ILUMINACION DE ANILLO (C787745),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C812835,ILUMINACION DE ANILLO,MEADALBOSB33,2019-04-16,ILUMINACION DE ANILLO (C812835),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C814732,ILUMINACION DE ANILLO,MEADALBOSB35,2019-04-25,ILUMINACION DE ANILLO (C814732),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C814448,ILUMINACION DE ANILLO,MEADALBOSB34,2019-04-29,ILUMINACION DE ANILLO (C814448),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C830708,ILUMINACION DE ANILLO,MEACALAVSB08,2019-06-20,ILUMINACION DE ANILLO (C830708),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,C835138,ILUMINACION DE ANILLO,MEADALBOSB42,2019-07-05,ILUMINACION DE ANILLO (C835138),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,OC-934524,ILUMINACION DE ANILLO,MEADALBOSB52,2020-05-04,ILUMINACION DE ANILLO (OC-934524),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,APR-00116,ILUMINACION DE ANILLO,MEADALBOSB27,2020-07-04,ILUMINACION DE ANILLO (C776391) → ILUMINACION DE ANILLO (APR-00116),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71202,APR-00252,ILUMINACION DE ANILLO,MEADALBOSB54,2020-09-19,ILUMINACION DE ANILLO (APR-00252),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,APR-00340,ILUMINACION DE ANILLO,MEADALBOSB50,2020-11-25,ILUMINACION DE ANILLO → ILUMINACION DE ANILLO (APR-00340),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71202,C878592,ILUMINACION DE ANILLO,MEADALBOSB49,2020-11-25,ILUMINACION DE ANILLO (C878592) → ILUMINACION DE ANILLO (C878592),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71202,OC-1332817,RETIRO,MEACBLBOSB04,2021-05-22,RETIRO (OC-1332817),CANCELADO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,estado_CANCELADO,1.0
71202,APR-02987,INSTALACION,MECACALBOSB07,2021-07-14,ILUMINACION DE ANILLO (APR-02756) → INSTALACION (APR-02987),ACTIVO_CON_CAMBIO,IDSERVICIO_INFERIDO,INCONSISTENCIA,obs_atipica_IDSERVICIO_INFERIDO | historial_con_caracteres_extraños,1.0
71202,OC-1310445,INSTALACION,MEADALBOSB58,2021-07-19,INSTALACION (OC-1310445),ACTIVO,OK,OK,,1.0
71202,OC-1525844,CAMBIO SUSCRIPTOR,MEADALBOSB45,2022-10-26,ILUMINACION DE ANILLO (C867560) → CAMBIO SUSCRIPTOR (OC-1525844),ACTIVO_CON_CAMBIO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71202,APR-14302,ILUMINACION DE ANILLO,MEADALBOSB64,2023-04-24,ILUMINACION DE ANILLO (APR-14302),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,APR-15056,ILUMINACION DE ANILLO,MEADALBOSB66,2023-08-03,ILUMINACION DE ANILLO (APR-15056),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,APR-15936,ILUMINACION DE ANILLO,MEADALBOSB71,2024-01-22,ILUMINACION DE ANILLO (APR-15936),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,APR-16225,ILUMINACION DE ANILLO,MEADALBOSB72,2024-04-02,ILUMINACION DE ANILLO (APR-16225),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71202,APR-16520,ILUMINACION DE ANILLO,MEADALBOSB75,2024-06-18,ILUMINACION DE ANILLO (APR-16520),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71203,C880568,ILUMINACION DE ANILLO,MEACBLBOTOCCST02,2020-01-31,ILUMINACION DE ANILLO (C880568),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71204,572809,ILUMINACION DE ANILLO,0,2017-01-20,ILUMINACION DE ANILLO (474710) → ILUMINACION DE ANILLO (474710) → ILUMINACION DE ANILLO (572809),ACTIVO,SIN_EVENTO_INSTALACION,INCONSISTENCIA,historial_con_caracteres_extraños,1.0
71205,765833,ILUMINACION DE ANILLO,CEBBBLBOBS02,2018-11-29,ILUMINACION DE ANILLO (765833),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71205,WO0000001824530,INSTALACION,MEACBLBOBS02,2023-02-28,INSTALACION (WO0000001824530),ACTIVO,OK,OK,,1.0
71206,C548476,ILUMINACION DE ANILLO,MEADBOFVCH08,2016-08-25,ILUMINACION DE ANILLO (C548476),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C597571,ILUMINACION DE ANILLO,MEADALBOCH05,2017-03-08,ILUMINACION DE ANILLO (C597571),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C599850,ILUMINACION DE ANILLO,MEADALBOCH06,2017-03-16,ILUMINACION DE ANILLO (C599850),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C601934,ILUMINACION DE ANILLO,MEADALBOSB05,2017-03-25,ILUMINACION DE ANILLO (C601934),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C609303,ILUMINACION DE ANILLO,MEADALBOCH04,2017-04-19,ILUMINACION DE ANILLO (C609303),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C621621,ILUMINACION DE ANILLO,MEADALBOCH07,2017-06-01,ILUMINACION DE ANILLO (C621621),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C630671,ILUMINACION DE ANILLO,MEADALBOCH08,2017-07-05,ILUMINACION DE ANILLO (C630671),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C641592,ILUMINACION DE ANILLO,MEADALBOCH10,2017-08-16,ILUMINACION DE ANILLO (C641592),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C650872,ILUMINACION DE ANILLO,MEADALBOCH12,2017-09-21,ILUMINACION DE ANILLO (C650872),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C667507,ILUMINACION DE ANILLO,MEADALBOCH13,2017-11-17,ILUMINACION DE ANILLO (C667507),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C673958,ILUMINACION DE ANILLO,MEADALBOCH15,2017-12-06,ILUMINACION DE ANILLO (C673958),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C697092,ILUMINACION DE ANILLO,MEADALBOCH16,2018-02-22,ILUMINACION DE ANILLO (C697092),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C701155,ILUMINACION DE ANILLO,MEADALBOCH20,2018-03-08,ILUMINACION DE ANILLO (C701155),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
71206,C701179,ILUMINACION DE ANILLO,MEADALBOCH18,2018-03-08,ILUMINACION DE ANILLO (C701179),ACTIVO,SIN_EVENTO_INSTALACION,OK,,1.0
